Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,Introduced,Terminated,Altitude,Population,Households,Nearest Station,Distance To Station (KM),Built Up Area,Built Up Area Sub-Division
G2 5JS,No,55.86146,-4.259244,258700,665449,NS587654,8/1/1973 12:00:00 AM,7/1/1992 12:00:00 AM,36,,,"Glasgow Central",0.2,"",""
G2 5JT,No,55.861457,-4.259404,258690,665449,NS586654,3/1/1974 12:00:00 AM,5/1/1977 12:00:00 AM,36,,,"Glasgow Central",0.2,"",""
G2 5JU,No,55.86175,-4.258142,258770,665479,NS587654,8/1/1973 12:00:00 AM,11/1/1991 12:00:00 AM,38,,,"Glasgow Central",0.2,"",""
G2 5JW,No,55.862282,-4.260938,258597,665544,NS585655,12/1/1999 12:00:00 AM,1/1/2004 12:00:00 AM,40,,,"Glasgow Central",0.3,"",""
G2 5JX,No,55.868634,-4.241903,259811,666212,NS598662,7/1/1992 12:00:00 AM,10/1/2005 12:00:00 AM,48,,,"Glasgow Queen Street",0.9,"",""
G2 5JY,No,55.862282,-4.260938,258597,665544,NS585655,12/1/1999 12:00:00 AM,1/1/2004 12:00:00 AM,40,,,"Glasgow Central",0.3,"",""
G2 5JZ,No,55.861868,-4.258517,258747,665493,NS587654,1/1/1980 12:00:00 AM,6/1/1998 12:00:00 AM,38,,,"Glasgow Central",0.2,"",""
G2 5LA,Yes,55.861869,-4.258501,258748,665493,NS587654,3/1/1987 12:00:00 AM,,39,0,0,"Glasgow Central",0.2,"",""
G2 5LB,No,55.861869,-4.258501,258748,665493,NS587654,1/1/1980 12:00:00 AM,6/1/2000 12:00:00 AM,38,,,"Glasgow Central",0.2,"",""
G2 5LD,Yes,55.862583,-4.269236,258079,665595,NS580655,3/1/2016 12:00:00 AM,,38,,,"Charing Cross (Glasgow)",0.2,"",""
G2 5LE,No,55.861741,-4.258621,258740,665479,NS587654,8/1/1973 12:00:00 AM,12/1/1994 12:00:00 AM,38,,,"Glasgow Central",0.2,"",""
G2 5LF,No,55.862588,-4.26925,258078,665595,NS580655,3/1/2016 12:00:00 AM,4/1/2016 12:00:00 AM,38,,,"Charing Cross (Glasgow)",0.2,"",""
G2 5LH,No,55.86201,-4.258637,258740,665509,NS587655,8/1/1973 12:00:00 AM,7/1/1992 12:00:00 AM,39,,,"Glasgow Central",0.3,"",""
G2 5LJ,No,55.861909,-4.25927,258700,665499,NS587654,12/1/1976 12:00:00 AM,7/1/1992 12:00:00 AM,38,,,"Glasgow Central",0.3,"",""
G2 5LN,No,55.861869,-4.258501,258748,665493,NS587654,8/1/1973 12:00:00 AM,7/1/1992 12:00:00 AM,38,,,"Glasgow Central",0.2,"",""
G2 5LP,Yes,55.862527,-4.268623,258117,665587,NS581655,5/1/2013 12:00:00 AM,,25,,,"Charing Cross (Glasgow)",0.3,"",""
G2 5LQ,Yes,55.861974,-4.258651,258739,665505,NS587655,1/1/1980 12:00:00 AM,,39,0,0,"Glasgow Central",0.3,"",""
G2 5LR,No,55.86201,-4.258637,258740,665509,NS587655,8/1/1973 12:00:00 AM,7/1/1992 12:00:00 AM,39,,,"Glasgow Central",0.3,"",""
G2 5LS,No,55.86201,-4.258637,258740,665509,NS587655,8/1/1973 12:00:00 AM,7/1/1992 12:00:00 AM,39,,,"Glasgow Central",0.3,"",""
G2 5LT,No,55.86201,-4.258637,258740,665509,NS587655,8/1/1973 12:00:00 AM,7/1/1992 12:00:00 AM,39,,,"Glasgow Central",0.3,"",""
G2 5LX,No,55.86201,-4.258637,258740,665509,NS587655,8/1/1973 12:00:00 AM,7/1/1992 12:00:00 AM,39,,,"Glasgow Central",0.3,"",""
G2 5LZ,No,55.868634,-4.241903,259811,666212,NS598662,11/1/2005 12:00:00 AM,11/1/2009 12:00:00 AM,48,,,"Glasgow Queen Street",0.9,"",""
G2 5NA,No,55.861697,-4.261016,258590,665479,NS585654,12/1/1990 12:00:00 AM,12/1/1994 12:00:00 AM,38,,,"Glasgow Central",0.3,"",""
G2 5NB,Yes,55.862333,-4.267477,258188,665563,NS581655,7/1/1992 12:00:00 AM,,33,,,"Charing Cross (Glasgow)",0.3,"",""
G2 5ND,Yes,55.86188,-4.258853,258726,665495,NS587654,6/1/1999 12:00:00 AM,,38,,,"Glasgow Central",0.2,"",""
G2 5NE,Yes,55.86188,-4.258853,258726,665495,NS587654,1/1/1980 12:00:00 AM,,39,0,0,"Glasgow Central",0.2,"",""
G2 5NF,No,55.861452,-4.254769,258980,665439,NS589654,10/1/1992 12:00:00 AM,6/1/1996 12:00:00 AM,28,,,"Glasgow Queen Street",0.2,"",""
